 c_patente |         ini         | fin 
 1100      | 2001-05-15 00:00:00 | 
 1102      | 2001-05-18 00:00:00 | 
 1103      | 2001-05-16 00:00:00 | 
 1104      | 2001-05-17 00:00:00 | 
 1105      | 2001-05-15 00:00:00 | 
 1106      | 2001-05-17 00:00:00 | 
 1107      | 2001-05-22 00:00:00 | 
 1108      | 2001-05-15 00:00:00 | 
 1109      | 2001-05-17 00:00:00 | 
 1111      | 2001-05-14 00:00:00 | 
 1112      | 2001-05-24 00:00:00 | 
 1113      | 2001-05-17 00:00:00 | 
 1114      | 2001-05-16 00:00:00 | 
 1115      | 2001-05-11 00:00:00 | 
 1116      | 2001-05-21 00:00:00 | 
 1117      | 2001-05-11 00:00:00 | 
 1120      | 2001-05-15 00:00:00 | 
 1121      | 2001-05-11 00:00:00 | 
 1122      | 2001-05-07 00:00:00 | 
 1123      | 2001-05-15 00:00:00 | 
 1124      | 2001-05-21 00:00:00 | 
 1125      | 2001-05-17 00:00:00 | 
 1126      | 2001-05-21 00:00:00 | 
 1127      | 2001-05-11 00:00:00 | 
 1128      | 2001-05-11 00:00:00 | 
 1129      | 2001-05-14 00:00:00 | 
 1130      | 2001-05-17 00:00:00 | 
 1132      | 2001-05-17 00:00:00 | 
 1136      | 2001-05-14 00:00:00 | 
 1137      | 2001-05-17 00:00:00 | 
 1138      | 2001-05-15 00:00:00 | 
 1139      | 2001-05-17 00:00:00 | 
 1141      | 2001-05-14 00:00:00 | 
 1142      | 2003-03-31 00:00:00 | 
 1144      | 2001-05-18 00:00:00 | 
 1145      | 2001-05-14 00:00:00 | 
 1148      | 2001-05-07 00:00:00 | 
 1149      | 2001-05-18 00:00:00 | 
 1150      | 2001-05-07 00:00:00 | 
 1152      | 2001-05-17 00:00:00 | 
 1153      | 2001-05-21 00:00:00 | 
 1154      | 2001-05-21 00:00:00 | 
 1155      | 2001-05-07 00:00:00 | 
 1156      | 2001-05-18 00:00:00 | 
 1157      | 2001-05-23 00:00:00 | 
 1158      | 2001-05-16 00:00:00 | 
 1159      | 2001-05-18 00:00:00 | 
 1160      | 2001-05-14 00:00:00 | 
 1161      | 2001-05-11 00:00:00 | 
 1162      | 2001-05-18 00:00:00 | 
 1163      | 2001-05-11 00:00:00 | 
 1164      | 2001-05-16 00:00:00 | 
 1165      | 2001-05-18 00:00:00 | 
 1166      | 2001-05-16 00:00:00 | 
 1167      | 2001-05-17 00:00:00 | 
 1168      | 2001-05-17 00:00:00 | 
 1169      | 2001-05-22 00:00:00 | 
 1170      | 2001-05-18 00:00:00 | 
 1171      | 2001-05-21 00:00:00 | 
 1172      | 2001-05-18 00:00:00 | 
 1173      | 2001-05-18 00:00:00 | 
 1174      | 2001-05-11 00:00:00 | 
 1175      | 2001-05-16 00:00:00 | 
 1176      | 2001-05-18 00:00:00 | 
 1177      | 2001-05-18 00:00:00 | 
 1178      | 2001-05-17 00:00:00 | 
 1179      | 2001-05-14 00:00:00 | 
 1181      | 2001-05-14 00:00:00 | 
 1182      | 2001-05-22 00:00:00 | 
 1186      | 2001-05-21 00:00:00 | 
 1187      | 2001-05-21 00:00:00 | 
 1188      | 2001-05-17 00:00:00 | 
 1189      | 2001-05-21 00:00:00 | 
 1190      | 2001-05-21 00:00:00 | 
 1191      | 2001-05-22 00:00:00 | 
 1192      | 2001-05-24 00:00:00 | 
 1193      | 2001-05-18 00:00:00 | 
 1194      | 2001-05-17 00:00:00 | 
 1195      | 2001-05-17 00:00:00 | 
 1196      | 2001-05-22 00:00:00 | 
 1197      | 2001-05-16 00:00:00 | 
 1198      | 2001-05-16 00:00:00 | 
 1199      | 2001-05-21 00:00:00 | 
 1200      | 2001-05-16 00:00:00 | 
 1201      | 2001-05-16 00:00:00 | 
 1202      | 2001-05-21 00:00:00 | 
 1203      | 2001-05-15 00:00:00 | 
 1204      | 2001-05-18 00:00:00 | 
 1205      | 2001-05-17 00:00:00 | 
 1206      | 2001-05-17 00:00:00 | 
 1207      | 2001-05-21 00:00:00 | 
 1208      | 2001-05-22 00:00:00 | 
 1209      | 2001-05-14 00:00:00 | 
 1210      | 2001-05-17 00:00:00 | 
 1211      | 2001-05-18 00:00:00 | 
 1212      | 2001-05-18 00:00:00 | 
 1213      | 2001-05-21 00:00:00 | 
 1214      | 2001-05-21 00:00:00 | 
 1215      | 2001-05-15 00:00:00 | 
 1216      | 2001-05-14 00:00:00 | 
 1217      | 2001-05-18 00:00:00 | 
 1218      | 2001-05-18 00:00:00 | 
 1219      | 2001-05-21 00:00:00 | 
 1220      | 2001-05-16 00:00:00 | 
 1221      | 2001-05-16 00:00:00 | 
 1222      | 2001-05-15 00:00:00 | 
 1223      | 2002-03-13 00:00:00 | 
 1224      | 2001-05-15 00:00:00 | 
 1225      | 2001-05-14 00:00:00 | 
 1226      | 2001-05-11 00:00:00 | 
 1227      | 2001-05-18 00:00:00 | 
 1228      | 2001-05-16 00:00:00 | 
 1229      | 2001-05-21 00:00:00 | 
 1230      | 2001-05-15 00:00:00 | 
 1231      | 2001-05-18 00:00:00 | 
 1232      | 2002-10-21 00:00:00 | 
 1233      | 2001-05-21 00:00:00 | 
 1234      | 2001-05-21 00:00:00 | 
 1235      | 2001-05-21 00:00:00 | 
 1236      | 2001-05-21 00:00:00 | 
 1237      | 2001-05-21 00:00:00 | 
 1238      | 2001-05-21 00:00:00 | 
 1239      | 2001-05-21 00:00:00 | 
 1240      | 2001-05-21 00:00:00 | 
 1241      | 2001-05-21 00:00:00 | 
 1242      | 2001-05-16 00:00:00 | 
 1243      | 2001-05-24 00:00:00 | 
 1244      | 2001-05-17 00:00:00 | 
 1245      | 2001-05-15 00:00:00 | 
 1246      | 2001-05-14 00:00:00 | 
 1247      | 2001-05-14 00:00:00 | 
 1248      | 2001-05-21 00:00:00 | 
 1249      | 2001-05-21 00:00:00 | 
 1250      | 2001-05-18 00:00:00 | 
 1251      | 2001-05-21 00:00:00 | 
 1252      | 2001-05-18 00:00:00 | 
 1253      | 2001-05-21 00:00:00 | 
 1254      | 2001-05-18 00:00:00 | 
 1255      | 2001-05-21 00:00:00 | 
 1256      | 2001-05-21 00:00:00 | 
 1257      | 2001-05-21 00:00:00 | 
 1258      | 2001-05-21 00:00:00 | 
 1259      | 2001-05-22 00:00:00 | 
 1260      | 2001-05-22 00:00:00 | 
 1261      | 2001-05-16 00:00:00 | 
 1262      | 2001-05-16 00:00:00 | 
 1263      | 2001-05-16 00:00:00 | 
 1264      | 2001-05-22 00:00:00 | 
 1265      | 2001-05-16 00:00:00 | 
 1266      | 2001-05-14 00:00:00 | 
 1267      | 2001-05-15 00:00:00 | 
 1268      | 2001-05-14 00:00:00 | 
 1269      | 2001-05-15 00:00:00 | 
 1270      | 2001-05-15 00:00:00 | 
 1271      | 2001-05-18 00:00:00 | 
 1272      | 2001-05-18 00:00:00 | 
 1273      | 2001-05-21 00:00:00 | 
 1274      | 2001-05-21 00:00:00 | 
 1275      | 2001-05-21 00:00:00 | 
 1276      | 2001-05-18 00:00:00 | 
 1277      | 2001-05-18 00:00:00 | 
 1278      | 2001-05-18 00:00:00 | 
 1279      | 2001-05-17 00:00:00 | 
 1280      | 2001-05-14 00:00:00 | 
 1281      | 2001-05-14 00:00:00 | 
 1282      | 2001-05-18 00:00:00 | 
 1283      | 2001-05-22 00:00:00 | 
 1284      | 2001-05-17 00:00:00 | 
 1285      | 2001-05-17 00:00:00 | 
 1286      | 2001-05-17 00:00:00 | 
 1287      | 2001-05-14 00:00:00 | 
 1288      | 2001-05-14 00:00:00 | 
 1289      | 2001-05-11 00:00:00 | 
 1290      | 2001-05-11 00:00:00 | 
 1291      | 2001-05-11 00:00:00 | 
 1293      | 2001-05-21 00:00:00 | 
 1294      | 2001-05-15 00:00:00 | 
 1295      | 2001-05-15 00:00:00 | 
 1296      | 2001-05-22 00:00:00 | 
 1297      | 2001-05-17 00:00:00 | 
 1298      | 2001-05-15 00:00:00 | 
 1299      | 2001-05-22 00:00:00 | 
 1300      | 2001-05-16 00:00:00 | 
 1301      | 2001-05-21 00:00:00 | 
 1302      | 2001-05-14 00:00:00 | 
 1303      | 2001-05-21 00:00:00 | 
 1304      | 2001-05-11 00:00:00 | 
 1305      | 2001-05-16 00:00:00 | 
 1306      | 2001-05-14 00:00:00 | 
 1307      | 2001-05-18 00:00:00 | 
 1308      | 2001-05-11 00:00:00 | 
 1309      | 2001-05-11 00:00:00 | 
 1311      | 2001-05-21 00:00:00 | 
 1312      | 2001-05-22 00:00:00 | 
 1313      | 2001-05-15 00:00:00 | 
 1314      | 2001-05-16 00:00:00 | 
 1315      | 2001-05-14 00:00:00 | 
 1316      | 2001-05-21 00:00:00 | 
 1317      | 2001-05-23 00:00:00 | 
 1318      | 2001-05-15 00:00:00 | 
 1319      | 2001-05-17 00:00:00 | 
 1320      | 2001-05-17 00:00:00 | 
 1321      | 2001-05-15 00:00:00 | 
 1322      | 2001-05-21 00:00:00 | 
 1323      | 2001-05-18 00:00:00 | 
 1324      | 2001-05-18 00:00:00 | 
 1325      | 2001-05-18 00:00:00 | 
 1326      | 2001-05-08 00:00:00 | 
 1327      | 2001-05-11 00:00:00 | 
 1328      | 2001-05-07 00:00:00 | 
 1329      | 2001-05-07 00:00:00 | 
 1330      | 2001-05-16 00:00:00 | 
 1331      | 2001-05-16 00:00:00 | 
 1332      | 2001-05-16 00:00:00 | 
 1333      | 2001-05-18 00:00:00 | 
 1334      | 2001-05-14 00:00:00 | 
 1335      | 2001-05-16 00:00:00 | 
 1336      | 2001-05-14 00:00:00 | 
 1337      | 2001-05-21 00:00:00 | 
 1338      | 2001-05-14 00:00:00 | 
 1339      | 2001-05-15 00:00:00 | 
 1340      | 2001-05-16 00:00:00 | 
 1341      | 2001-05-15 00:00:00 | 
 1342      | 2001-05-21 00:00:00 | 
 1343      | 2001-05-15 00:00:00 | 
 1344      | 2001-05-15 00:00:00 | 
 1345      | 2001-05-22 00:00:00 | 
 1346      | 2001-05-21 00:00:00 | 
 1347      | 2001-05-21 00:00:00 | 
 1348      | 2001-05-18 00:00:00 | 
 1349      | 2001-05-17 00:00:00 | 
 1350      | 2001-05-17 00:00:00 | 
 1351      | 2001-05-17 00:00:00 | 
 1352      | 2001-05-18 00:00:00 | 
 1353      | 2001-05-14 00:00:00 | 
 1354      | 2001-05-22 00:00:00 | 
 1355      | 2001-05-22 00:00:00 | 
 1356      | 2001-05-11 00:00:00 | 
 1357      | 2001-05-11 00:00:00 | 
 1358      | 2001-05-18 00:00:00 | 
 1359      | 2001-05-16 00:00:00 | 
 1360      | 2001-05-14 00:00:00 | 
 1361      | 2001-05-14 00:00:00 | 
 1362      | 2001-05-21 00:00:00 | 
 1363      | 2001-05-16 00:00:00 | 
 1364      | 2001-05-18 00:00:00 | 
 1365      | 2001-05-21 00:00:00 | 
 1368      | 2001-05-11 00:00:00 | 
 1369      | 2001-05-14 00:00:00 | 
 1370      | 2001-05-18 00:00:00 | 
 1371      | 2001-05-18 00:00:00 | 
 1372      | 2001-05-15 00:00:00 | 
 1373      | 2001-05-17 00:00:00 | 
 1374      | 2001-05-23 00:00:00 | 
 1375      | 2001-05-14 00:00:00 | 
 1376      | 2001-05-21 00:00:00 | 
 1377      | 2001-05-11 00:00:00 | 
 1378      | 2001-05-15 00:00:00 | 
 1379      | 2001-05-14 00:00:00 | 
 1380      | 2001-05-14 00:00:00 | 
 1381      | 2001-05-16 00:00:00 | 
 1382      | 2001-05-23 00:00:00 | 
 1383      | 2001-05-18 00:00:00 | 
 1384      | 2001-05-22 00:00:00 | 
 1385      | 2001-05-15 00:00:00 | 
 1386      | 2001-05-15 00:00:00 | 
 1387      | 2001-06-25 00:00:00 | 
 1388      | 2001-05-18 00:00:00 | 
 1389      | 2001-05-18 00:00:00 | 
 1390      | 2001-05-21 00:00:00 | 
 1391      | 2001-05-17 00:00:00 | 
 1392      | 2001-05-17 00:00:00 | 
 1393      | 2001-05-21 00:00:00 | 
 1394      | 2001-05-18 00:00:00 | 
 1395      | 2001-05-18 00:00:00 | 
 1396      | 2001-05-18 00:00:00 | 
 1397      | 2001-05-21 00:00:00 | 
 1398      | 2001-05-16 00:00:00 | 
 1399      | 2001-05-17 00:00:00 | 
 1400      | 2001-05-17 00:00:00 | 
 1401      | 2001-05-14 00:00:00 | 
 1402      | 2001-05-15 00:00:00 | 
 1403      | 2001-05-21 00:00:00 | 
 1404      | 2001-05-18 00:00:00 | 
 1405      | 2001-05-14 00:00:00 | 
 1406      | 2001-05-15 00:00:00 | 
 1407      | 2001-05-18 00:00:00 | 
 1408      | 2001-05-17 00:00:00 | 
 1409      | 2001-05-22 00:00:00 | 
 1410      | 2001-05-16 00:00:00 | 
 1411      | 2001-05-21 00:00:00 | 
 1412      | 2001-05-21 00:00:00 | 
 1413      | 2001-05-14 00:00:00 | 
 1414      | 2001-05-22 00:00:00 | 
 1415      | 2001-05-14 00:00:00 | 
 1416      | 2001-05-15 00:00:00 | 
 1417      | 2001-05-15 00:00:00 | 
 1418      | 2001-05-17 00:00:00 | 
 1419      | 2001-05-09 00:00:00 | 
 1420      | 2001-05-14 00:00:00 | 
 1421      | 2001-05-14 00:00:00 | 
 1422      | 2001-05-18 00:00:00 | 
 1423      | 2001-05-21 00:00:00 | 
 1424      | 2001-05-18 00:00:00 | 
 1425      | 2001-05-17 00:00:00 | 
 1426      | 2001-05-15 00:00:00 | 
 1428      | 2001-05-22 00:00:00 | 
 1429      | 2001-05-24 00:00:00 | 
 1430      | 2001-05-07 00:00:00 | 
 1431      | 2001-05-16 00:00:00 | 
 1432      | 2001-05-17 00:00:00 | 
 1433      | 2001-05-15 00:00:00 | 
 1434      | 2001-09-03 00:00:00 | 
 1435      | 2001-05-15 00:00:00 | 
 1436      | 2001-05-11 00:00:00 | 
 1437      | 2001-05-15 00:00:00 | 
 1438      | 2001-05-18 00:00:00 | 
 1439      | 2001-05-15 00:00:00 | 
 1440      | 2001-05-18 00:00:00 | 
 1441      | 2001-05-15 00:00:00 | 
 1442      | 2001-05-11 00:00:00 | 
 1443      | 2001-05-07 00:00:00 | 
 1444      | 2001-05-18 00:00:00 | 
 1445      | 2001-05-16 00:00:00 | 
 1446      | 2001-05-17 00:00:00 | 
 1447      | 2001-05-18 00:00:00 | 
 1448      | 2001-05-11 00:00:00 | 
 1449      | 2001-05-11 00:00:00 | 
 1450      | 2001-05-17 00:00:00 | 
 1451      | 2001-05-21 00:00:00 | 
 1452      | 2001-05-21 00:00:00 | 
 1453      | 2001-05-21 00:00:00 | 
 1454      | 2001-05-21 00:00:00 | 
 1455      | 2001-05-21 00:00:00 | 
 1456      | 2001-05-22 00:00:00 | 
 1457      | 2001-05-21 00:00:00 | 
 1458      | 2001-05-22 00:00:00 | 
 1459      | 2001-05-18 00:00:00 | 
 1460      | 2001-05-07 00:00:00 | 
 1461      | 2001-05-21 00:00:00 | 
 1462      | 2001-05-23 00:00:00 | 
 1463      | 2001-05-17 00:00:00 | 
 1464      | 2001-05-21 00:00:00 | 
 1465      | 2001-05-21 00:00:00 | 
 1466      | 2001-05-17 00:00:00 | 
 1467      | 2001-05-18 00:00:00 | 
 1468      | 2001-05-18 00:00:00 | 
 1469      | 2001-05-21 00:00:00 | 
 1470      | 2001-05-14 00:00:00 | 
 1471      | 2001-05-21 00:00:00 | 
 1472      | 2001-05-14 00:00:00 | 
 1473      | 2001-05-17 00:00:00 | 
 1474      | 2001-05-18 00:00:00 | 
 1475      | 2001-05-17 00:00:00 | 
 1476      | 2001-05-18 00:00:00 | 
 1477      | 2001-05-11 00:00:00 | 
 1478      | 2001-05-16 00:00:00 | 
 1479      | 2001-05-21 00:00:00 | 
 1480      | 2001-05-21 00:00:00 | 
 1481      | 2001-05-21 00:00:00 | 
 1482      | 2001-05-18 00:00:00 | 
 1483      | 2001-05-11 00:00:00 | 
 1484      | 2001-05-14 00:00:00 | 
 1485      | 2001-05-14 00:00:00 | 
 1486      | 2001-05-18 00:00:00 | 
 1487      | 2001-05-16 00:00:00 | 
 1488      | 2001-05-16 00:00:00 | 
 1489      | 2001-05-16 00:00:00 | 
 1490      | 2001-05-17 00:00:00 | 
 1491      | 2001-05-18 00:00:00 | 
 1492      | 2001-05-21 00:00:00 | 
 1493      | 2001-05-15 00:00:00 | 
 1494      | 2001-05-18 00:00:00 | 
 1495      | 2001-05-21 00:00:00 | 
 1496      | 2001-05-15 00:00:00 | 
 1497      | 2001-05-11 00:00:00 | 
 1498      | 2001-05-22 00:00:00 | 
 1499      | 2001-05-17 00:00:00 | 
 1500      | 2001-05-22 00:00:00 | 
 1501      | 2001-05-18 00:00:00 | 
 1502      | 2001-05-15 00:00:00 | 
 1503      | 2001-05-14 00:00:00 | 
 1504      | 2001-05-17 00:00:00 | 
 1505      | 2001-05-11 00:00:00 | 
 1506      | 2001-05-18 00:00:00 | 
 1507      | 2001-05-16 00:00:00 | 
 1508      | 2001-05-21 00:00:00 | 
 1509      | 2001-05-11 00:00:00 | 
 1510      | 2001-05-17 00:00:00 | 
 1511      | 2001-05-14 00:00:00 | 
 1512      | 2001-05-15 00:00:00 | 
 1513      | 2001-05-14 00:00:00 | 
 1514      | 2001-05-18 00:00:00 | 
 1515      | 2001-05-18 00:00:00 | 
 1516      | 2001-05-14 00:00:00 | 
 1517      | 2001-05-16 00:00:00 | 
 1518      | 2001-05-18 00:00:00 | 
 1519      | 2001-05-18 00:00:00 | 
 1520      | 2001-05-11 00:00:00 | 
 1521      | 2001-05-24 00:00:00 | 
 1522      | 2001-05-18 00:00:00 | 
 1523      | 2001-05-17 00:00:00 | 
 1524      | 2001-05-15 00:00:00 | 
 1525      | 2003-08-22 00:00:00 | 
 1526      | 2006-10-13 00:00:00 | 
 1527      | 2005-07-08 00:00:00 | 
 1528      | 2005-07-08 00:00:00 | 
 1529      | 2005-07-08 00:00:00 | 
 1530      | 2005-07-18 00:00:00 | 
 1531      | 2006-06-22 00:00:00 | 
 1532      | 2006-06-22 00:00:00 | 
 1533      | 2006-07-13 00:00:00 | 
 1534      | 2006-07-13 00:00:00 | 
 1535      | 2006-07-13 00:00:00 | 
 1536      | 2006-07-13 00:00:00 | 
 1537      | 2006-07-13 00:00:00 | 
 1538      | 2006-07-13 00:00:00 | 
 1539      | 2006-07-13 00:00:00 | 
 1540      | 2006-07-13 00:00:00 | 
 1541      | 2006-07-13 00:00:00 | 
 1542      | 2006-07-13 00:00:00 | 
 1543      | 2006-09-26 00:00:00 | 
 1544      | 2006-10-23 00:00:00 | 
 1545      | 2006-11-27 00:00:00 | 
 1546      | 2006-11-27 00:00:00 | 
 1547      | 2006-11-30 00:00:00 | 
 1548      | 2006-11-30 00:00:00 | 
 1549      | 2006-11-30 00:00:00 | 
 1550      | 2007-02-12 00:00:00 | 
 1551      | 2007-02-27 00:00:00 | 
 1552      | 2007-04-10 00:00:00 | 
 1553      | 2007-05-04 00:00:00 | 
 1554      | 2007-04-27 00:00:00 | 
 1555      | 2007-05-11 00:00:00 | 
 1556      | 2007-06-14 00:00:00 | 
 1557      | 2007-06-28 00:00:00 | 
 1558      | 2007-06-28 00:00:00 | 
 1559      | 2007-06-28 00:00:00 | 
 1560      | 2007-08-16 00:00:00 | 
 1561      | 2007-08-16 00:00:00 | 
 1562      | 2007-10-02 00:00:00 | 
 1563      | 2007-10-30 00:00:00 | 
 1564      | 2008-04-29 00:00:00 | 
 1565      | 2007-12-06 00:00:00 | 
 1566      | 2008-01-28 00:00:00 | 
 1567      | 2008-02-22 00:00:00 | 
 1568      | 2008-04-10 00:00:00 | 
 1569      | 2008-05-09 00:00:00 | 
 1570      | 2008-04-24 00:00:00 | 
 1571      | 2008-04-24 00:00:00 | 
 1572      | 2008-06-05 00:00:00 | 
 1573      | 2008-07-16 00:00:00 | 
 1574      | 2008-08-08 00:00:00 | 
 1575      | 2008-08-12 00:00:00 | 
 1576      | 2008-10-10 00:00:00 | 
 1577      | 2008-10-10 00:00:00 | 
 1578      | 2008-10-10 00:00:00 | 
 1579      | 2008-10-31 00:00:00 | 
 1580      | 2009-02-25 00:00:00 | 
 1581      | 2009-04-13 00:00:00 | 
 1582      | 2009-04-13 00:00:00 | 
 1583      | 2009-04-13 00:00:00 | 
 1584      | 2009-04-14 00:00:00 | 
 1585      | 2009-06-10 00:00:00 | 
 1586      | 2009-06-15 00:00:00 | 
 1587      | 2009-07-14 00:00:00 | 
 1588      | 2009-08-26 00:00:00 | 
 1589      | 2009-09-18 00:00:00 | 
 1590      | 2010-02-05 00:00:00 | 
 1591      | 2010-02-05 00:00:00 | 
 1592      | 2010-04-12 00:00:00 | 
 1593      | 2010-04-12 00:00:00 | 
 1594      | 2010-04-12 00:00:00 | 
 1595      | 2010-04-13 00:00:00 | 
 1596      | 2010-08-24 00:00:00 | 
 1597      | 2010-08-24 00:00:00 | 
 1598      | 2010-09-20 00:00:00 | 
 1599      | 2010-09-20 00:00:00 | 
 1600      | 2010-09-20 00:00:00 | 
 1601      | 2010-09-30 00:00:00 | 
 1602      | 2010-09-30 00:00:00 | 
 1603      | 2010-09-30 00:00:00 | 
 1604      | 2010-11-04 00:00:00 | 
 1605      | 2010-11-04 00:00:00 | 
 1606      | 2010-11-25 00:00:00 | 
 1607      | 2011-01-07 00:00:00 | 
 1608      | 2011-01-07 00:00:00 | 
 1609      | 2011-02-18 00:00:00 | 
 1610      | 2011-02-18 00:00:00 | 
 1611      | 2011-03-29 00:00:00 | 
 1612      | 2011-04-20 00:00:00 | 
 1613      | 2011-06-14 00:00:00 | 
 1614      | 2011-08-11 00:00:00 | 
 1615      | 2011-08-11 00:00:00 | 
 1616      | 2011-08-11 00:00:00 | 
 1617      | 2011-10-03 00:00:00 | 
 1618      | 2011-10-03 00:00:00 | 
 1619      | 2011-10-03 00:00:00 | 
 1620      | 2011-10-18 00:00:00 | 
 1621      | 2011-10-25 00:00:00 | 
 1622      | 2011-10-25 00:00:00 | 
 1623      | 2012-02-17 00:00:00 | 
 1624      | 2012-02-17 00:00:00 | 
 1625      | 2012-03-13 00:00:00 | 
 1626      | 2012-03-13 00:00:00 | 
 1627      | 2012-03-23 00:00:00 | 
 1628      | 2012-05-17 00:00:00 | 
 1629      | 2012-05-23 00:00:00 | 
 1630      | 2012-06-06 00:00:00 | 
 1631      | 2012-06-05 00:00:00 | 
 1632      | 2012-07-31 00:00:00 | 
 1633      | 2012-08-28 00:00:00 | 
 1634      | 2012-08-28 00:00:00 | 
 1635      | 2012-10-08 00:00:00 | 
 1636      | 2012-10-23 00:00:00 | 
 1637      | 2012-10-22 00:00:00 | 
 1638      | 2012-10-23 00:00:00 | 
 1639      | 2012-10-31 00:00:00 | 
 1640      | 2012-12-11 00:00:00 | 
 1641      | 2012-12-03 00:00:00 | 
 1642      | 2012-12-11 00:00:00 | 
 1643      | 2012-12-19 00:00:00 | 
 1644      | 2013-01-30 00:00:00 | 
 1645      | 2013-02-21 00:00:00 | 
 1646      | 2013-02-19 00:00:00 | 
 1647      | 2013-03-12 00:00:00 | 
 1648      | 2013-04-24 00:00:00 | 
 1649      | 2013-04-12 00:00:00 | 
 1650      | 2013-05-22 00:00:00 | 
 1651      | 2013-05-23 00:00:00 | 
 1652      | 2013-06-05 00:00:00 | 
 1653      | 2013-06-06 00:00:00 | 
 1654      | 2013-06-17 00:00:00 | 
 1655      | 2013-06-17 00:00:00 | 
 1656      | 2013-06-17 00:00:00 | 
 1657      | 2013-08-12 00:00:00 | 
 1658      | 2013-10-16 00:00:00 | 
 1659      | 2013-10-16 00:00:00 | 
 1660      | 2013-11-27 00:00:00 | 
 1661      | 2014-02-24 00:00:00 | 
 1662      | 2014-02-24 00:00:00 | 
 1663      | 2014-02-24 00:00:00 | 
 1664      | 2014-02-24 00:00:00 | 
 1665      | 2014-02-24 00:00:00 | 
 1666      | 2014-03-18 00:00:00 | 
 1667      | 2014-03-18 00:00:00 | 
 1668      | 2014-03-18 00:00:00 | 
 1669      | 2014-03-18 00:00:00 | 
 1670      | 2014-03-18 00:00:00 | 
 1671      | 2014-05-14 00:00:00 | 
 1672      | 2014-05-14 00:00:00 | 
 1673      | 2014-06-04 00:00:00 | 
 1674      | 2014-05-14 00:00:00 | 
 1675      | 2014-05-14 00:00:00 | 
 1676      | 2014-08-07 00:00:00 | 
 1677      | 2014-08-07 00:00:00 | 
 1678      | 2014-08-07 00:00:00 | 
 1679      | 2014-08-07 00:00:00 | 
 1680      | 2014-07-30 00:00:00 | 
 1681      | 2014-09-02 00:00:00 | 
 1682      | 2014-11-28 00:00:00 | 
 1683      | 2014-09-25 00:00:00 | 
 1684      | 2014-09-25 00:00:00 | 
 1685      | 2014-11-05 00:00:00 | 
 1686      | 2014-11-05 00:00:00 | 
 1687      | 2014-11-05 00:00:00 | 
 1688      | 2014-11-28 00:00:00 | 
 1689      | 2014-11-28 00:00:00 | 
 1690      | 2014-11-28 00:00:00 | 
 1691      | 2014-11-28 00:00:00 | 
 1692      | 2014-11-26 00:00:00 | 
 1693      | 2015-03-13 00:00:00 | 
 1694      | 2015-03-13 00:00:00 | 
 1695      | 2015-04-06 00:00:00 | 
 1696      | 2015-03-13 00:00:00 | 
 1697      | 2015-04-06 00:00:00 | 
 1698      | 2015-04-06 00:00:00 | 
 1699      | 2015-05-14 00:00:00 | 
 1700      | 2015-05-14 00:00:00 | 
 1701      | 2015-06-16 00:00:00 | 
 1702      | 2015-06-24 00:00:00 | 
 1703      | 2015-06-24 00:00:00 | 
 1704      | 2015-07-15 00:00:00 | 
 1705      | 2015-07-15 00:00:00 | 
 1706      | 2015-07-20 00:00:00 | 
 1707      | 2015-10-05 00:00:00 | 
 1708      | 2015-09-21 00:00:00 | 
 1709      | 2015-11-20 00:00:00 | 
 1710      | 2015-10-30 00:00:00 | 
 1711      | 2015-11-20 00:00:00 | 
 1712      | 2015-11-20 00:00:00 | 
 1713      | 2015-11-24 00:00:00 | 
 1714      | 2015-11-24 00:00:00 | 
 1715      | 2015-12-16 00:00:00 | 
 1716      | 2015-12-16 00:00:00 | 
 1717      | 2015-12-18 00:00:00 | 
 1718      | 2018-11-28 00:00:00 | 
 1719      | 2019-12-09 00:00:00 | 
 1720      | 2019-11-07 00:00:00 | 
 1721      | 2019-04-16 00:00:00 | 
 1722      | 2021-10-28 00:00:00 | 
 1723      | 2021-10-28 00:00:00 | 
 1724      | 2018-10-03 00:00:00 | 
 1725      | 2018-10-03 00:00:00 | 
 1726      | 2018-10-29 00:00:00 | 
 1727      | 2018-07-09 00:00:00 | 
 1728      | 2018-10-03 00:00:00 | 
 1729      | 2018-11-28 00:00:00 | 
 1730      | 2016-05-11 00:00:00 | 
 1731      | 2016-11-28 00:00:00 | 
 1732      | 2018-12-14 00:00:00 | 
 1733      | 2016-09-13 00:00:00 | 
 1734      | 2016-09-13 00:00:00 | 
 1735      | 2016-09-08 00:00:00 | 
 1736      | 2021-03-01 00:00:00 | 
 1737      | 2017-09-04 00:00:00 | 
 1738      | 2018-12-14 00:00:00 | 
 1739      | 2016-11-28 00:00:00 | 
 1740      | 2016-12-06 00:00:00 | 
 1741      | 2016-11-28 00:00:00 | 
 1742      | 2016-10-06 00:00:00 | 
 1743      | 2017-02-07 00:00:00 | 
 1744      | 2016-12-06 00:00:00 | 
 1745      | 2017-12-14 00:00:00 | 
 1746      | 2017-02-17 00:00:00 | 
 1747      | 2017-02-17 00:00:00 | 
 1748      | 2017-03-17 00:00:00 | 
 1749      | 2017-04-20 00:00:00 | 
 1750      | 2017-03-29 00:00:00 | 
 1751      | 2017-04-20 00:00:00 | 
 1752      | 2017-04-20 00:00:00 | 
 1753      | 2017-05-03 00:00:00 | 
 1754      | 2019-06-21 00:00:00 | 
 1755      | 2017-05-03 00:00:00 | 
 1756      | 2017-05-22 00:00:00 | 
