 c_clave_grupo_productos |                                                          nombre_grupo                                                          
 42294400                | Sistemas cardiacos y vasculares
 42294500                | Instrumentos de especialidad oftálmica y productos relacionados
 42294600                | Productos de autotransfusión
 42294700                | Equipo de perfusión de corazón abierto y monitores y accesorios y productos relacionados
 42294800                | Endoscopios y accesorios y productos relacionados
 42294900                | Instrumentos endoscópicos y suministros accesorios y productos relacionados
 42295000                | Equipo endoscópico y accesorios y productos relacionados
 42295100                | Equipo quirúrgico y accesorios y productos relacionados
 42295200                | Equipo quirúrgico de energía y accesorios y productos relacionados
 42295300                | Suministros y accesorios para cirugía de corazón abierto y productos relacionados
 42295400                | Suministros quirúrgicos auxiliares
 42295500                | Implantes quirúrgico y ensanchadores y extensores y alambres quirúrgicos y productos relacionados
 42295600                | Productos y accesorios de drenaje de fluido cerebroespinal
 42295800                | Sistemas y accesorios de termo - ablación quirúrgica
 42295900                | Stents quirúrgicos
 42296000                | Implantes cardiovasculares
 42296100                | Implantes neuroquirúrgicos
 42296200                | Equipo y accesorios de robótica quirúrgica y productos relacionados
 42301500                | Ayudas para formación médica
 42311500                | Vendas y vendajes y productos relacionados
 42311600                | Agentes hemoestáticos tópicos exógenos
 42311700                | Cintas adhesivas médicas y quirúrgicas y productos relacionados para el uso en especialidades
 42311900                | Drenajes médicos de incisión y bolsas de drenaje y depósitos y productos relacionados
 42312000                | Cierre de tejidos médicos y productos relacionados
 42312100                | Suministros de ostomía y productos no quirúrgicos de drenaje de heridas
 42312200                | Sutura y productos relacionados
 42312300                | Productos para limpiar la herida y desbridamiento
 42312400                | Productos para la curación de heridas
 42312500                | Dispositivos de sujeción de heridas, y accesorios y suministros
 42312600                | Productos de terapia de presión negativa para heridas
 42312700                | Productos de terapia de oxígeno para heridas tópicas
 42321500                | Implantes de trauma ortopédico
 42321600                | Implantes espinales
 42321700                | Implantes de cadera
 42321800                | Implantes de rodilla
 42321900                | Implantes de hombro
 42322000                | Implantes ortopédicos de articulaciones distales
 42322100                | Implantes ortopédicos de prueba
 42322200                | Productos para la fijación de tejidos blandos
 43191500                | Dispositivos de comunicación personal
 43191600                | Partes o accesorios de dispositivos de comunicación personal
 43201400                | Tarjetas del sistema
 43201500                | Módulos o interfaces de procesadores de tablero (board) del sistema
 43201600                | Componentes del chasis
 43201800                | Dispositivos de almacenamiento
 43201900                | Accesorios de dispositivos de almacenamiento
 43202000                | Dispositivos de almacenamiento extraíbles
 43202100                | Accesorios de dispositivos de almacenamiento extraíbles
 43202200                | Subconjuntos para dispositivos electrónicos
 43211500                | Computadores
 43211600                | Accesorios de computador
 43211700                | Dispositivos informáticos de entrada de datos
 43211800                | Accesorios de dispositivos de entrada de datos de computador
 43211900                | Monitores y pantallas de computador
 43212000                | Accesorios de pantallas de computador
 43212100                | Impresoras de computador
 43212200                | Sistemas de manejo de almacenamiento de datos de computador
 43221500                | Sistemas de gestión de llamadas o accesorios
 43221600                | Componentes y equipo de acceso de abonado de línea digital (DSL) y accesorios
 43221700                | Equipo fijo de red y componentes
 43221800                | Dispositivos de red óptica
 43222500                | Equipo de seguridad de red
 43222600                | Equipo de servicio de red
 43222700                | Equipo telegráfico
 43222800                | Equipo de telefonía
 43222900                | Accesorios de equipo de telefonía
 43223000                | Equipo de teletipo
 43223100                | Componentes y equipo de infraestructura de redes móviles y digitales
 43223200                | Plataformas de mensajería por móvil
 43223300                | Dispositivos y equipos para instalación de conectividad de redes y Datacom
 43231500                | Software funcional específico de la empresa
 43231600                | Software de planificación de recursos empresariales (ERP) y contabilidad financiera
 43232000                | Software de entretenimiento o juegos de computador
 43232100                | Software de edición y creación de contenidos
 43232200                | Software de gestión de contenidos
 43232300                | Software de consultas y gestión de datos
 43232400                | Programas de desarrollo
 43232500                | Software educativo o de referencia
 43232600                | Software específico para la industria
 43232700                | Software de aplicaciones de red
 43232800                | Software de administración de redes
 43232900                | Software para trabajo en redes
 43233000                | Software de entorno operativo
 43233200                | Software de seguridad y protección
 43233400                | Software de controladores de dispositivos y utilidades
 43233500                | Software de intercambio de información
 43233600                | Software de equipo eléctrico
 43233700                | Software de administración de sistemas
 44101500                | Máquinas de duplicación
 44101600                | Máquinas para procesamiento de papel y accesorios
 44101700                | Accesorios para impresoras, fotocopiadoras y aparatos de fax
 44101800                | Máquinas calculadoras y accesorios
 44101900                | Máquinas para endosar y escribir cheques
 44102000                | Suministros para plastificado
 44102100                | Máquinas de correo
 44102200                | Accesorios para escáneres
 44102300                | Empaquetadoras
 44102400                | Etiquetadoras
 44102500                | Máquinas clasificadoras
 44102600                | Máquinas de escribir y accesorios
 44102800                | Máquinas encuadernadoras y plastificadoras
 44102900                | Accesorios de máquinas de oficina
 44103000                | Fusores y Accesorios
 44103100                | Suministros para impresora, fax y fotocopiadora
 44103200                | Máquinas y accesorios de registrar la hora para la oficina
 44103500                | Suministros de máquinas de encuadernar
 44103600                | Equipo de eliminación de casetes y accesorios
 44111500                | Agendas y accesorios
 44111600                | Suministros para el manejo de efectivo
 44111800                | Suministros de dibujo
 44111900                | Tableros
 44112000                | Sistemas de planificación
 44121500                | Suministros de correo
 44121600                | Suministros de escritorio
 44121700                | Instrumentos de escritura
 44121800                | Medios de corrección
 44121900                | Repuestos de tinta y minas de lápices
 44122000                | Carpetas de archivo, carpetas y separadores
 44122100                | Suministros de sujeción
 45101500                | Maquinaria y equipo de imprenta
 45101600                | Accesorios para máquinas de imprenta
 45101700                | Accesorios de imprenta
 45101800                | Equipo y accesorios para el cosido y encuadernación de libros
 45101900                | Equipo y accesorios de laboratorio de imprenta
 45102000                | Máquinas y accesorios de composición
 45111500                | Atriles, sistemas de sonido y accesorios
 45111600                | Proyectores y suministros
 45111700                | Equipo de composición y presentación de sonido, hardware y controladores
 45111800                | Equipo de presentación de vídeo y de mezcla de vídeo y sonido, hardware y controladores
 45111900                | Equipos, hardware y controladores para sistemas de teleconferencia y videoconferencia
 45112000                | Equipo y suministros de microfilm
 45121500                | Cámaras
 45121600                | Accesorios para cámaras
 45121700                | Equipo de procesamiento fotográfico
 45121800                | Equipo y suministros de producción de microfilmes
 45131500                | Película para cámara fotográfica
 45131600                | Medios cinematográficos
 45131700                | Almacenamiento para soportes audiovisuales
 45141500                | Productos químicos para elaboración fotográfica
 45141600                | Suministros de cuarto oscuro
 46101500                | Armas de fuego
 46101600                | Munición
 46101700                | Sistemas de manipulación de munición
 46101800                | Accesorios de armas y municiones
 46111700                | Sensores de rayos infrarrojos (IR)
 46151500                | Equipo de control de masas
 46151600                | Equipo de seguridad y control
 46151700                | Equipo forense y accesorios y suministros
 46151800                | Equipo y accesorios y suministros de control de explosivos
 46151900                | Equipo y accesorios y suministros para el control químico biológico
 46161500                | Control de tráfico
 46161600                | Seguridad del Agua
 46161700                | Equipo y accesorios de rescate
 46171500                | Cerraduras, elementos de seguridad y accesorios
 46171600                | Equipo de vigilancia y detección
 46181500                | Ropa de seguridad
 46181600                | Calzado de protección
 46181700                | Protectores de cara y cabeza
 46181800                | Protección y accesorios para la visión
 46181900                | Protectores auditivos
 46182000                | Protección de la respiración
 46182100                | Equipo y suministros antiestáticos
 46182200                | Equipo de apoyo ergonómico
 46182300                | Protección anti caída y equipo de rescate
 46182400                | Equipo de limpieza de seguridad y materiales de descontaminación
 46182500                | Armas o dispositivos de seguridad personal
 46191500                | Prevención contra incendios
 46191600                | Equipo contra incendios
 46201000                | Equipo de entrenamiento en seguridad pública
 46201100                | Equipo de entrenamiento de armas pequeñas
 47101500                | Equipo para el tratamiento y suministro de agua
 47101600                | Consumibles para el tratamiento de agua
 47111500                | Equipo de lavado y secado
 47111600                | Equipo de planchado
 47111700                | Equipo de limpieza en seco
 47121500                | Carritos y accesorios para limpieza
 47121600                | Máquinas y accesorios para pisos
 47121700                | Envases y accesorios para residuos
 47121800                | Equipo de limpieza
 47121900                | Accesorios de equipo de limpieza
 47131500                | Trapos y paños de limpieza
 47131600                | Escobas, traperos, cepillos y accesorios
 47131700                | Suministros para aseos
 47131800                | Soluciones de limpieza y desinfección
 47131900                | Absorbentes
 47132100                | Kits de limpieza
 48101500                | Equipo para cocinar o calentar
 48101600                | Equipos para preparado de alimentos
 48101700                | Distribuidores automáticos de comida y bebida
 48101800                | Menaje y utensilios de cocina
 48101900                | Tazas para servicio de mesa
 48102000                | Mobiliario de restaurantes
 48102100                | Suministros y equipo de manipulación y almacenamiento
 48111000                | Máquinas expendedoras de líquidos
 48111100                | Máquinas expendedoras de piezas/unidades
 48111200                | Máquinas expendedoras de alimentos mandados hacer
 48111300                | Máquinas expendedoras servicios y boletas
 48111400                | Máquinas expendedoras de dinero efectivo
 48121100                | Máquinas de Juego operadas con monedas
 48121200                | Mesas de Juego y Juegos
 48121300                | Gestión de Juego y sistemas de apuestas en red
 48131500                | Productos de entierro o tumbas
 49101600                | Coleccionables
 49101700                | Premios
 49121500                | Equipos para camping y exteriores
 49121600                | Muebles de camping
 49131500                | Aparejos de pesca
 49131600                | Productos de cacería
 49141500                | Escafandras autónomas y tubos de respiración
 49141600                | Equipos y accesorios para windsurf y natación
 49151500                | Equipos de esquí y snowboard
 49151600                | Equipos de patinaje y hockey sobre hielo
 49161500                | Equipos para deportes de campo
 49161600                | Equipos para deportes de raqueta y pista
 49161700                | Equipos para deportes de pista
 49171500                | Equipos de gimnasia
 49171600                | Equipos de boxeo
 49181500                | Equipos y juegos de mesa
 49181600                | Equipo y juegos de tiro al blanco
 49201500                | Equipo de entrenamiento para aeróbicos
 49201600                | Equipo de entrenamiento de pesas y resistencia
 49211600                | Equipo de golf
 49211700                | Equipo de bolos y accesorios y suministros
 49211800                | Equipo de clase de educación física
 49221500                | Accesorios para deporte
 49241500                | Equipo de parques infantiles
 49241600                | Equipo de recreo
 49241700                | Equipo y suministros de piscina y spa
 49241800                | Equipos de sauna
 50101700                | Frutos secos
 50111500                | Carne y aves de corral
 50112000                | Carnes procesadas y preparadas
 50121500                | Pescado
 50121600                | Marisco fresco
 50121700                | Invertebrados acuáticos
 50121800                | Plantas acuáticas
 50121900                | Pescados y mariscos preservados en sal
 50131600                | Huevos y sustitutos
 50131700                | Productos de leche y mantequilla
 50131800                | Queso
 50151500                | Grasas y aceites vegetales comestibles
 50151600                | Grasas y aceites animales comestibles
 50161500                | Chocolates, azúcares, edulcorantes productos
 50161800                | Productos de confitería
 50161900                | Productos de azúcar
 50171500                | Hierbas y especias y extractos
 50171700                | Vinagres y vinos de cocinar
 50171800                | Salsas y condimentos y productos para untar
 50171900                | Salmuera y salsa y aceitunas
 50172000                | Productos de fríjol de soya fermentados
 50181700                | Suministros y mezclas para hornear
 50181900                | Pan, galletas y pastelitos dulces
 50182000                | Tartas y empanadas y pastas
 50191500                | Sopas y estofados
 50192100                | Botanas
 50192300                | Postres y decoraciones de postres
 50192400                | Mermeladas y gelatinas y pastas de untar de nuez y dulce y conservas de fruta
 50192500                | Sándwiches y panecillos con relleno
 50192600                | Acompañamientos preparados
 50192700                | Platos combinados empaquetados
 50192800                | Empanadas y quiches y pasteles
 50192900                | Pasta o tallarines natural
 50193000                | Bebidas y Comidas Infantiles
 50193100                | Materiales y mezclas instantáneas
 50193200                | Ensaladas preparadas
 50201700                | Café y té
 50202200                | Bebidas alcohólicas
 50202300                | Bebidas no alcohólicas
 50202400                | Jugos o concentrados de cítricos frescos
 50202500                | Jugos o concentrados de bayas frescas
 50202600                | Jugos o concentrados de especies con pepitas frescas
 50202700                | Jugos o concentrados de especies con una semilla grande frescas
 50202800                | Jugos o concentrados de especies tropicales frescas
 50203000                | Jugos o concentrados de melones frescos
 50211600                | Productos, suministros y accesorios para tabaco
 50221000                | Legumbres
 50221100                | Cereales
 50221200                | Cereales procesados
 50221300                | Harina y productos de molinos
 50301500                | Manzanas
 50301600                | Albaricoques
 50301700                | Bananos
 50301800                | Barberries
 50301900                | Gayubas
 50302000                | Moras
 50302100                | Arándanos de mirto
 50302200                | Agrás
 50302300                | Fruta del pan
 50302400                | Chirimoyas
 50302500                | Cerezas
 50302600                | Citrones
 50302700                | Arándanos
 50302800                | pasas de Corinto
 50302900                | Dátiles
 50303000                | Pitahayas
 50303100                | Brevas
 50303200                | Grosellas
 50303300                | Toronjas
 50303400                | Uvas de mesa
 50303500                | Uvas pasas
 50303600                | Uvas para vino
 50303700                | Guayabas
 50303800                | Arándanos Huckleberry
 50303900                | Kiwis
 50304000                | Naranjos Chinos (kumquats)
 50304100                | Limones
 50304200                | Limas
 50304300                | Nísperos
 50304400                | Mandarinas
 50304500                | Mangos
 50304600                | Melones
 50304700                | Mora mulberry
 50304800                | Mirtos
 50304900                | Nectarinas
 50305000                | Naranjas
 50305100                | Papayas
 50305200                | Maracuyás
 50305300                | Duraznos
 50305400                | Peras
 50305500                | Caquis
 50305600                | Piñas
 50305700                | Ciruelos Damascos
 50305800                | Ciruelas
 50305900                | Granadas
 50306000                | Pomelos
 50306100                | Membrillos
 50306200                | Frambuesas
 50306300                | Ruibarbos
 50306400                | Escaramujos
 50306500                | Sapotes
 50306600                | Bayas saskatoon
 50306700                | Fresas
 50306800                | Manzanas dulces
 50306900                | Tamarillos
 50307000                | Frutas Nominant
 50307100                | Aronias
 50307200                | Aceitunas
 50311500                | Manzanas orgánicas
 50311600                | Albaricoques orgánicos
 50311700                | Bananos orgánicos
 50311800                | Barberries orgánicos
 50311900                | Gayubas orgánicas
 50312000                | Moras orgánicas
 50312100                | Arándanos de mirto orgánicos
 50312200                | Agrás orgánicas
 50312300                | Frutas del pan orgánicas
 50312400                | Chirimoyas orgánicas
 50312500                | Cerezas orgánicas
 50312600                | Citrones orgánicos
 50312700                | Arándanos orgánicos
 50312800                | pasas de Corinto orgánicas
 50312900                | Dátiles orgánicos
 50313000                | Pitahayas orgánicas
 50313100                | Brevas orgánicas
 50313200                | Grosellas orgánicas
 50313300                | Toronjas orgánicas
 50313400                | Uvas de mesa orgánicas
 50313500                | Uvas pasas orgánicas
 50313600                | Uvas para vino orgánicas
 50313700                | Guayabas orgánicas
 50313800                | Arándanos Huckleberry orgánicos
 50313900                | Kiwis orgánicos
 50314000                | Naranjos Chinos (kumquats) orgánicos
 50314100                | Limones orgánicos
 50314200                | Limas orgánicas
 50314300                | Nísperos orgánicos
 50314400                | Mandarinas orgánicas
 50314500                | Mangos orgánicos
 50314600                | Melones orgánicos
 50314700                | Moras mulberry orgánicas
 50314800                | Mirtos orgánicos
 50314900                | Nectarinas orgánicos
 50315000                | Naranjas orgánicas
 50315100                | Papayas orgánicas
 50315200                | Maracuyás orgánicas
 50315300                | Duraznos orgánicos
 50315400                | Peras orgánicas
 50315500                | Caquis orgánicos
 50315600                | Piñas orgánicas
 50315700                | Ciruelos Damascos orgánicos
 50315800                | Ciruelas orgánicas
 50315900                | Granadas orgánicas
 50316000                | Pomelos orgánicos
 50316100                | Membrillos orgánicos
 50316200                | Frambuesas orgánicas
 50316300                | Ruibarbos orgánicos
 50316400                | Escaramujos orgánicos
 50316500                | Sapotes orgánicos
 50316600                | Bayas saskatoon orgánicas
 50316700                | Fresas orgánicas
 50316800                | Manzanas dulces orgánicas
 50316900                | Tamarillos orgánicos
 50317000                | Frutas Nominant orgánicas
 50317100                | Aronias orgánicas
 50317200                | Aceitunas orgánicas
 50321500                | Manzanas secas
 50321600                | Albaricoques secos
 50321700                | Bananos secos
 50321800                | Barberries secos
 50321900                | Gayubas secas
 50322000                | Moras secas
 50322100                | Arándanos de mirto secos
 50322200                | Agrás secas
 50322300                | Frutas del pan secas
 50322400                | Chirimoyas secas
 50322500                | Cerezas secas
 50322600                | Citrones secos
 50322700                | Arándanos secos
 50322800                | pasas de Corinto secas
 50322900                | Dátiles secos
 50323000                | Pitahayas secas
 50323100                | Brevas secas
 50323200                | Grosellas secas
 50323300                | Toronjas secas
 50323400                | Uvas de mesa secas
 50323500                | Uvas pasas secas
 50323600                | Uvas para vino secas
 50323700                | Guayabas secas
 50323800                | Arándanos Huckleberry secos
 50323900                | Kiwis secos
 50324000                | Naranjos Chinos (kumquats) secos
 50324100                | Limones secos
 50324200                | Limas secas
 50324300                | Nísperos secos
 50324400                | Mandarinas secas
 50324500                | Mangos secos
 50324600                | Melones secos
 50324700                | Moras mulberry secas
 50324800                | Mirtos secos
 50324900                | Nectarinas secos
 50325000                | Naranjas secas
 50325100                | Papayas secas
 50325200                | Maracuyás secas
 50325300                | Duraznos secos
 50325400                | Peras secas
 50325500                | Caquis secos
 50325600                | Piñas secas
 50325700                | Ciruelos Damascos secos
 50325800                | Ciruelas secas
 50325900                | Granadas secas
 50326000                | Pomelos secos
 50326100                | Membrillos secos
 50326200                | Frambuesas secas
 50326300                | Ruibarbos secos
 50326400                | Escaramujos secos
 50326500                | Sapotes secos
 50326600                | Bayas saskatoon secas
 50326700                | Fresas secas
 50326800                | Manzanas dulces secas
 50326900                | Tamarillos secos
 50327000                | Frutas Nominant secas
 50327100                | Aronias secas
 50327200                | Aceitunas secas
 50331500                | Manzanas orgánicas secas
 50331600                | Albaricoques orgánicos secos
 50331700                | Bananos orgánicos secos
 50331800                | Barberries orgánicos secos
 50331900                | Gayubas orgánicas secas
 50332000                | Moras orgánicas secas
 50332100                | Arándanos de mirto orgánicos secos
 50332200                | Agrás orgánicas secas
 50332300                | Frutas del pan orgánicas secas
 50332400                | Chirimoyas orgánicas secas
 50332500                | Cerezas orgánicas secas
 50332600                | Citrones orgánicos secos
 50332700                | Arándanos orgánicos secos
 50332800                | pasas de Corinto orgánicas secas
 50332900                | Dátiles orgánicos secos
 50333000                | Pitahayas orgánicas secas
 50333100                | Brevas orgánicas secas
 50333200                | Grosellas orgánicas secas
 50333300                | Toronjas orgánicas secas
 50333400                | Uvas de mesa orgánicas secas
 50333500                | Uvas pasas orgánicas secas
 50333600                | Uvas para vino orgánicas secas
 50333700                | Guayabas orgánicas secas
 50333800                | Arándanos Huckleberry orgánicos secos
 50333900                | Kiwis orgánicos secos
 50334000                | Naranjos Chinos (kumquats) orgánicos secos
 50334100                | Limones orgánicos secos
 50334200                | Limas orgánicas secas
 50334300                | Nísperos orgánicos secos
 50334400                | Mandarinas orgánicas secas
 50334500                | Mangos orgánicos secos
 50334600                | Melones orgánicos secos
 50334700                | Moras mulberry orgánicas secas
 50334800                | Mirtos orgánicos secos
 50334900                | Nectarinas orgánicos secos
 50335000                | Naranjas orgánicas secas
 50335100                | Papayas orgánicas secas
 50335200                | Maracuyás orgánicas secas
 50335300                | Duraznos orgánicos secos
 50335400                | Peras orgánicas secas
 50335500                | Caquis orgánicos secos
 50335600                | Piñas orgánicas secas
 50335700                | Ciruelos Damascos orgánicos secos
 50335800                | Ciruelas orgánicas secas
 50335900                | Granadas orgánicas secas
 50336000                | Pomelos orgánicos secos
 50336100                | Membrillos orgánicos secos
 50336200                | Frambuesas orgánicas secas
 50336300                | Ruibarbos orgánicos secos
 50336400                | Escaramujos orgánicos secos
 50336500                | Sapotes orgánicos secos
 50336600                | Bayas saskatoon orgánicas secas
 50336700                | Fresas orgánicas secas
 50336800                | Manzanas dulces orgánicas seca
 50336900                | Tamarillos orgánicos secos
 50337000                | Frutas Nominant orgánicas secas
 50337100                | Aronias orgánicas secas
 50337200                | Aceitunas orgánicas secas
 50341500                | Manzanas congeladas
 50341600                | Albaricoques congelados
 50341700                | Bananos congelados
 50341800                | Barberries congelados
 50341900                | Gayubas congeladas
 50342000                | Moras congeladas
 50342100                | Arándanos de mirto congelados
 50342200                | Agrás congeladas
 50342300                | Frutas del pan congeladas
 50342400                | Chirimoyas congeladas
 50342500                | Cerezas congeladas
 50342600                | Citrones congelados
 50342700                | Arándanos congelados
 50342800                | pasas de Corinto congeladas
 50342900                | Dátiles congelados
 50343000                | Pitahayas congeladas
 50343100                | Brevas congeladas
 50343200                | Grosellas congeladas
 50343300                | Toronjas congeladas
 50343400                | Uvas de mesa congeladas
 50343500                | Uvas pasas congeladas
 50343600                | Uvas para vino congeladas
 50343700                | Guayabas congeladas
 50343800                | Arándanos Huckleberry congelados
 50343900                | Kiwis congelados
 50344000                | Naranjos Chinos (kumquats) congelados
 50344100                | Limones congelados
 50344200                | Limas congeladas
 50344300                | Nísperos congelados
 50344400                | Mandarinas congeladas
 50344500                | Mangos congelados
 50344600                | Melones congelados
 50344700                | Moras mulberry congeladas
 50344800                | Mirtos congelados
 50344900                | Nectarinas congelados
 50345000                | Naranjas congeladas
 50345100                | Papayas congeladas
 50345200                | Maracuyás congeladas
 50345300                | Duraznos congelados
 50345400                | Peras congeladas
 50345500                | Caquis congelados
 50345600                | Piñas congeladas
 50345700                | Ciruelos Damascos congelados
 50345800                | Ciruelas congeladas
 50345900                | Granadas congeladas
 50346000                | Pomelos congelados
 50346100                | Membrillos congelados
 50346200                | Frambuesas congeladas
 50346300                | Ruibarbos congelados
 50346400                | Escaramujos congelados
 50346500                | Sapotes congelados
 50346600                | Bayas saskatoon congeladas
 50346700                | Fresas congeladas
 50346800                | Manzanas dulces congeladas
 50346900                | Tamarillos congelados
 50347000                | Frutas Nominant congeladas
 50347100                | Aronias congeladas
 50347200                | Aceitunas congeladas
 50351500                | Manzanas orgánicas congeladas
 50351600                | Albaricoques orgánicos congelados
 50351700                | Bananos orgánicos congelados
 50351800                | Barberries orgánicos congelados
 50351900                | Gayubas orgánicas congeladas
 50352000                | Moras orgánicas congeladas
 50352100                | Arándanos de mirto orgánicos congelados
 50352200                | Agrás orgánicas congeladas
 50352300                | Frutas del pan orgánicas congeladas
 50352400                | Chirimoyas orgánicas congeladas
 50352500                | Cerezas orgánicas congeladas
 50352600                | Citrones orgánicos congelados
 50352700                | Arándanos orgánicos congelados
 50352800                | pasas de Corinto orgánicas congeladas
 50352900                | Dátiles orgánicos congelados
 50353000                | Pitahayas orgánicas congeladas
 50353100                | Brevas orgánicas congeladas
 50353200                | Grosellas orgánicas congeladas
 50353300                | Toronjas orgánicas congeladas
 50353400                | Uvas de mesa orgánicas congeladas
 50353500                | Uvas pasas orgánicas congeladas
 50353600                | Uvas para vino orgánicas congeladas
 50353700                | Guayabas orgánicas congeladas
 50353800                | Arándanos Huckleberry orgánicos congelados
 50353900                | Kiwis orgánicos congelados
 50354000                | Naranjos Chinos (kumquats) orgánicos congelados
 50354100                | Limones orgánicos congelados
 50354200                | Limas orgánicas congeladas
 50354300                | Nísperos orgánicos congelados
 50354400                | Mandarinas orgánicas congeladas
 50354500                | Mangos orgánicos congelados
 50354600                | Melones orgánicos congelados
 50354700                | Moras mulberry orgánicas congeladas
 50354800                | Mirtos orgánicos congelados
 50354900                | Nectarinas orgánicos congelados
 50355000                | Naranjas orgánicas congeladas
 50355100                | Papayas orgánicas congeladas
 50355200                | Maracuyás orgánicas congeladas
 50355300                | Duraznos orgánicos congelados
 50355400                | Peras orgánicas congeladas
 50355500                | Caquis orgánicos congelados
 50355600                | Piñas orgánicas congeladas
 50355700                | Ciruelos Damascos orgánicos congelados
 50355800                | Ciruelas orgánicas congeladas
 50355900                | Granadas orgánicas congeladas
 50356000                | Pomelos orgánicos congelados
 50356100                | Membrillos orgánicos congelados
 50356200                | Frambuesas orgánicas congeladas
 50356300                | Ruibarbos orgánicos congelados
 50356400                | Escaramujos orgánicos congelados
 50356500                | Sapotes orgánicos congelados
 50356600                | Bayas saskatoon orgánicas congeladas
 50356700                | Fresas orgánicas congeladas
 50356800                | Manzanas dulces orgánicas congeladas
 50356900                | Tamarillos orgánicos congelados
 50357000                | Frutas Nominant orgánicas congeladas
 50357100                | Aronias orgánicas congeladas
 50357200                | Aceitunas orgánicas congeladas
 50361500                | Manzanas en lata o en frasco
 50361600                | Albaricoques en lata o en frasco
 50361700                | Bananos en lata o en frasco
 50361800                | Barberries en lata o en frasco
 50361900                | Gayubas en lata o en frasco
 50362000                | Moras en lata o en frasco
 50362100                | Arándanos de mirto en lata o en frasco
 50362200                | Agrás en lata o en frasco
 50362300                | Frutas del pan en lata o en frasco
 50362400                | Chirimoyas en lata o en frasco
 50362500                | Cerezas en lata o en frasco
 50362600                | Citrones en lata o en frasco
 50362700                | Arándanos en lata o en frasco
 50362800                | pasas de Corinto en lata o en frasco
 50362900                | Dátiles en lata o en frasco
 50363000                | Pitahayas en lata o en frasco
 50363100                | Brevas en lata o en frasco
 50363200                | Grosellas en lata o en frasco
 50363300                | Toronjas en lata o en frasco
 50363400                | Uvas de mesa en lata o en frasco
 50363500                | Uvas pasas en lata o en frasco
 50363600                | Uvas para vino en lata o en frasco
 50363700                | Guayabas en lata o en frasco
 50363800                | Arándanos Huckleberry en lata o en frasco
 50363900                | Kiwis en lata o en frasco
 50364000                | Naranjos Chinos (kumquats) en lata o en frasco
 50364100                | Limones en lata o en frasco
 50364200                | Limas en lata o en frasco
 50364300                | Nísperos en lata o en frasco
 50364400                | Mandarinas en lata o en frasco
 50364500                | Mangos en lata o en frasco
 50364600                | Melones en lata o en frasco
 50364700                | Moras mulberry en lata o en frasco
 50364800                | Mirtos en lata o en frasco
 50364900                | Nectarinas en lata o en frasco
 50365000                | Naranjas en lata o en frasco
 50365100                | Papayas en lata o en frasco
 50365200                | Maracuyás en lata o en frasco
 50365300                | Duraznos en lata o en frasco
 50365400                | Peras en lata o en frasco
 50365500                | Caquis en lata o en frasco
 50365600                | Piñas en lata o en frasco
 50365700                | Ciruelos Damascos en lata o en frasco
 50365800                | Ciruelas en lata o en frasco
 50365900                | Granadas en lata o en frasco
 50366000                | Pomelos en lata o en frasco
 50366100                | Membrillos en lata o en frasco
 50366200                | Frambuesas en lata o en frasco
 50366300                | Ruibarbos en lata o en frasco
 50366400                | Escaramujos en lata o en frasco
 50366500                | Sapotes en lata o en frasco
 50366600                | Bayas saskatoon en lata o en frasco
 50366700                | Fresas en lata o en frasco
 50366800                | Manzanas dulces en lata o en frasco
 50366900                | Tamarillos en lata o en frasco
 50367000                | Frutas Nominant en lata o en frasco
 50367100                | Aronias en lata o en frasco
 50367200                | Aceitunas en lata o en frasco
 50371500                | Manzanas orgánicas en lata o en frasco
 50371600                | Albaricoques orgánicos en lata o en frasco
 50371700                | Bananos orgánicos en lata o en frasco
 50371800                | Barberries orgánicos en lata o en frasco
 50371900                | Gayubas orgánicas en lata o en frasco
 50372000                | Moras orgánicas en lata o en frasco
 50372100                | Arándanos de mirto orgánicos en lata o en frasco
 50372200                | Agrás orgánicas en lata o en frasco
 50372300                | Frutas del pan orgánicas en lata o en frasco
 50372400                | Chirimoyas orgánicas en lata o en frasco
 50372500                | Cerezas orgánicas en lata o en frasco
 50372600                | Citrones orgánicos en lata o en frasco
 50372700                | Arándanos orgánicos en lata o en frasco
 50372800                | pasas de Corinto orgánicas en lata o en frasco
 50372900                | Dátiles orgánicos en lata o en frasco
 50373000                | Pitahayas orgánicas en lata o en frasco
 50373100                | Brevas orgánicas en lata o en frasco
 50373200                | Grosellas orgánicas en lata o en frasco
 50373300                | Toronjas orgánicas en lata o en frasco
 50373400                | Uvas de mesa orgánicas en lata o en frasco
 50373500                | Uvas pasas orgánicas en lata o en frasco
 50373600                | Uvas para vino orgánicas en lata o en frasco
 50373700                | Guayabas orgánicas en lata o en frasco
 50373800                | Arándanos Huckleberry orgánicos en lata o en frasco
 50373900                | Kiwis orgánicos en lata o en frasco
 50374000                | Naranjos Chinos (kumquats) orgánicos en lata o en frasco
 50374100                | Limones orgánicos en lata o en frasco
 50374200                | Limas orgánicas en lata o en frasco
 50374300                | Nísperos orgánicos en lata o en frasco
 50374400                | Mandarinas orgánicas en lata o en frasco
 50374500                | Mangos orgánicos en lata o en frasco
 50374600                | Melones orgánicos en lata o en frasco
 50374700                | Moras mulberry orgánicas en lata o en frasco
 50374800                | Mirtos orgánicos en lata o en frasco
 50374900                | Nectarinas orgánicos en lata o en frasco
 50375000                | Naranjas orgánicas en lata o en frasco
 50375100                | Papayas orgánicas en lata o en frasco
